symbol,strike,pc,settle_date,open,high,low,close,adj_close,volume,open_interest
CLF18,29.5,P,20170309,0.0,0.25,0.25,0.25,0.25,0,1
CLF18,30.0,P,20170309,0.0,0.27,0.27,0.27,0.27,0,1
CLF18,35.0,P,20170309,0.71,0.71,0.71,0.71,0.71,0,2
CLF18,37.0,C,20170309,0.0,15.23,15.23,15.23,15.23,0,17
CLF18,40.0,C,20170309,0.0,12.76,12.76,12.76,12.76,0,0
CLF18,40.0,P,20170309,1.3,1.5,1.3,1.5,1.5,3,132
CLF18,42.0,C,20170309,0.0,11.21,11.21,11.21,11.21,0,0
CLF18,42.0,P,20170309,0.0,1.94,1.94,1.94,1.94,0,900
CLF18,45.0,C,20170309,0.0,9.04,9.04,9.04,9.04,0,0
CLF18,45.0,P,20170309,0.0,2.75,2.75,2.75,2.75,0,217
CLF18,48.0,C,20170309,0.0,7.06,7.06,7.06,7.06,0,4
CLF18,48.0,P,20170309,0.0,3.75,3.75,3.75,3.75,0,7
CLF18,50.0,C,20170309,5.75,5.87,5.75,5.87,5.87,0,100
CLF18,50.0,P,20170309,4.7,4.7,4.54,4.54,4.54,75,1484
CLF18,51.0,P,20170309,0.0,4.98,4.98,4.98,4.98,0,1
CLF18,54.5,C,20170309,0.0,3.64,3.64,3.64,3.64,0,500
CLF18,55.0,C,20170309,0.0,5.0,3.43,3.43,3.43,0,104
CLF18,55.0,P,20170309,0.0,7.08,5.15,7.08,7.08,0,684
CLF18,55.5,C,20170309,0.0,3.24,3.24,3.24,3.24,0,400
CLF18,55.5,P,20170309,0.0,7.38,7.38,7.38,7.38,0,400
CLF18,56.0,C,20170309,0.0,3.05,3.05,3.05,3.05,0,150
CLF18,56.0,P,20170309,0.0,7.69,7.69,7.69,7.69,0,50
CLF18,60.0,C,20170309,0.0,1.8,1.8,1.8,1.8,800,1765
CLF18,60.0,P,20170309,0.0,10.42,10.42,10.42,10.42,0,193
CLF18,61.0,C,20170309,0.0,1.56,1.56,1.56,1.56,0,1
CLF18,65.0,C,20170309,0.0,1.34,0.89,0.89,0.89,0,629
CLF18,66.0,C,20170309,0.0,0.78,0.78,0.78,0.78,0,1
CLF18,69.0,C,20170309,0.0,0.55,0.55,0.55,0.55,0,2
CLF18,70.0,C,20170309,0.53,0.53,0.46,0.49,0.49,0,88
CLF18,75.0,C,20170309,0.3,0.3,0.29,0.29,0.29,0,101
CLF18,81.0,C,20170309,0.0,0.21,0.16,0.16,0.16,0,10
CLF19,50.0,C,20170309,0.0,7.51,7.51,7.51,7.51,0,90
CLF19,50.0,P,20170309,0.0,6.3,6.3,6.3,6.3,0,90
CLF19,86.0,C,20170309,0.44,0.44,0.44,0.44,0.44,0,10
CLF19,90.0,C,20170309,0.0,0.36,0.36,0.36,0.36,0,1
CLF20,68.0,C,20170309,0.0,2.39,2.39,2.39,2.39,0,160
CLF20,83.0,C,20170309,0.0,0.98,0.98,0.98,0.98,0,160
CLF18,100.0,C,20170310,0.0,0.03,0.03,0.03,0.03,0,101
CLF18,28.0,P,20170310,0.0,0.18,0.18,0.18,0.18,0,1
CLF18,29.0,P,20170310,0.0,0.23,0.23,0.23,0.23,0,25
CLF18,29.5,P,20170310,0.0,0.26,0.26,0.26,0.26,0,1
CLF18,30.0,P,20170310,0.0,0.29,0.29,0.29,0.29,0,1
CLF18,35.0,P,20170310,0.0,0.74,0.71,0.74,0.74,3,5
CLF18,37.0,C,20170310,0.0,14.43,14.43,14.43,14.43,0,17
CLF18,40.0,C,20170310,0.0,11.99,11.99,11.99,11.99,0,0
CLF18,40.0,P,20170310,1.42,1.56,1.42,1.56,1.56,1,133
CLF18,42.0,C,20170310,0.0,10.47,10.47,10.47,10.47,0,0
CLF18,42.0,P,20170310,0.0,2.03,2.03,2.03,2.03,0,900
CLF18,45.0,C,20170310,0.0,8.36,8.36,8.36,8.36,0,0
CLF18,45.0,P,20170310,0.0,2.9,2.9,2.9,2.9,0,217
CLF18,48.0,C,20170310,0.0,6.48,6.48,6.48,6.48,0,4
CLF18,48.0,P,20170310,0.0,4.01,4.01,4.01,4.01,0,7
CLF18,50.0,C,20170310,0.0,5.75,5.37,5.37,5.37,3,103
CLF18,50.0,P,20170310,0.0,4.88,4.69,4.88,4.88,30,1504
CLF18,51.0,P,20170310,0.0,5.36,5.36,5.36,5.36,0,1
CLF18,54.5,C,20170310,0.0,3.24,3.24,3.24,3.24,0,500
CLF18,55.0,C,20170310,0.0,5.0,3.05,3.05,3.05,0,104
CLF18,55.0,P,20170310,0.0,7.53,5.15,7.53,7.53,0,684
CLF18,55.5,C,20170310,0.0,2.87,2.87,2.87,2.87,0,400
CLF18,55.5,P,20170310,0.0,7.85,7.85,7.85,7.85,0,400
CLF18,56.0,C,20170310,0.0,2.69,2.69,2.69,2.69,0,150
CLF18,56.0,P,20170310,0.0,8.17,8.17,8.17,8.17,0,50
CLF18,60.0,C,20170310,1.6,1.6,1.57,1.57,1.57,10,1765
CLF18,60.0,P,20170310,0.0,11.03,11.03,11.03,11.03,0,193
CLF18,61.0,C,20170310,0.0,1.36,1.36,1.36,1.36,0,1
CLF18,65.0,C,20170310,0.0,1.34,0.77,0.77,0.77,0,629
CLF18,66.0,C,20170310,0.0,0.68,0.68,0.68,0.68,0,1
CLF18,69.0,C,20170310,0.0,0.46,0.46,0.46,0.46,0,2
CLF18,70.0,C,20170310,0.0,0.53,0.4,0.4,0.4,19,84
CLF18,75.0,C,20170310,0.25,0.25,0.23,0.23,0.23,24,81
CLF18,81.0,C,20170310,0.0,0.21,0.12,0.12,0.12,0,10
CLF19,50.0,C,20170310,0.0,7.02,7.02,7.02,7.02,0,90
CLF19,50.0,P,20170310,0.0,6.65,6.65,6.65,6.65,0,90
CLF19,86.0,C,20170310,0.0,0.44,0.37,0.37,0.37,10,0
CLF19,90.0,C,20170310,0.0,0.29,0.29,0.29,0.29,0,1
CLF20,68.0,C,20170310,0.0,2.24,2.24,2.24,2.24,0,160
CLF20,83.0,C,20170310,0.0,0.93,0.93,0.93,0.93,0,160
CLF18,100.0,C,20170313,0.0,0.03,0.03,0.03,0.03,0,101
CLF18,28.0,P,20170313,0.0,0.18,0.18,0.18,0.18,0,1
CLF18,29.0,P,20170313,0.0,0.23,0.23,0.23,0.23,0,25
CLF18,29.5,P,20170313,0.0,0.26,0.26,0.26,0.26,0,1
CLF18,30.0,P,20170313,0.0,0.29,0.29,0.29,0.29,0,1
CLF18,35.0,P,20170313,0.0,0.74,0.74,0.74,0.74,0,5
CLF18,37.0,C,20170313,0.0,14.47,14.47,14.47,14.47,0,17
CLF18,40.0,C,20170313,0.0,12.05,12.05,12.05,12.05,0,0
CLF18,40.0,P,20170313,1.6,1.6,1.58,1.58,1.58,1,134
CLF18,42.0,C,20170313,0.0,10.54,10.54,10.54,10.54,0,0
CLF18,42.0,P,20170313,0.0,2.06,2.06,2.06,2.06,0,900
CLF18,45.0,C,20170313,0.0,8.44,8.44,8.44,8.44,0,0
CLF18,45.0,P,20170313,0.0,2.94,2.94,2.94,2.94,0,217
CLF18,48.0,C,20170313,0.0,6.57,6.57,6.57,6.57,0,4
CLF18,48.0,P,20170313,0.0,4.05,4.05,4.05,4.05,0,7
CLF18,50.0,C,20170313,0.0,5.44,5.44,5.44,5.44,0,103
CLF18,50.0,P,20170313,0.0,4.91,4.91,4.91,4.91,0,1504
CLF18,51.0,P,20170313,0.0,5.38,5.38,5.38,5.38,0,1
CLF18,54.5,C,20170313,0.0,3.29,3.29,3.29,3.29,0,500
CLF18,55.0,C,20170313,0.0,3.1,3.1,3.1,3.1,0,104
CLF18,55.0,P,20170313,0.0,7.54,7.54,7.54,7.54,0,684
CLF18,55.5,C,20170313,0.0,2.92,2.92,2.92,2.92,0,400
CLF18,55.5,P,20170313,0.0,7.86,7.86,7.86,7.86,0,400
CLF18,56.0,C,20170313,0.0,2.74,2.74,2.74,2.74,0,150
CLF18,56.0,P,20170313,0.0,8.18,8.18,8.18,8.18,0,50
CLF18,60.0,C,20170313,0.0,1.61,1.61,1.61,1.61,2,1766
CLF18,60.0,P,20170313,0.0,11.02,11.02,11.02,11.02,0,193
CLF18,61.0,C,20170313,0.0,1.39,1.39,1.39,1.39,0,1
CLF18,65.0,C,20170313,0.0,0.79,0.79,0.79,0.79,1,629
CLF18,66.0,C,20170313,0.0,0.7,0.7,0.7,0.7,0,1
CLF18,69.0,C,20170313,0.0,0.47,0.47,0.47,0.47,0,2
CLF18,70.0,C,20170313,0.0,0.41,0.41,0.41,0.41,0,84
CLF18,75.0,C,20170313,0.24,0.24,0.23,0.23,0.23,80,80
CLF18,81.0,C,20170313,0.0,0.13,0.13,0.13,0.13,0,10
CLF19,50.0,C,20170313,0.0,7.26,7.26,7.26,7.26,0,90
CLF19,50.0,P,20170313,0.0,6.73,6.73,6.73,6.73,0,90
CLF19,86.0,C,20170313,0.0,0.38,0.38,0.38,0.38,0,0
CLF19,90.0,C,20170313,0.0,0.3,0.3,0.3,0.3,0,1
CLF20,68.0,C,20170313,0.0,2.37,2.37,2.37,2.37,0,160
CLF20,83.0,C,20170313,0.0,0.99,0.99,0.99,0.99,0,160
CLF18,100.0,C,20170314,0.0,0.03,0.03,0.03,0.03,0,101
CLF18,28.0,P,20170314,0.0,0.21,0.21,0.21,0.21,0,1
CLF18,29.0,P,20170314,0.0,0.26,0.26,0.26,0.26,0,25
CLF18,29.5,P,20170314,0.0,0.29,0.29,0.29,0.29,0,1
CLF18,30.0,P,20170314,0.0,0.33,0.33,0.33,0.33,0,1
CLF18,35.0,P,20170314,0.0,0.82,0.82,0.82,0.82,2,7
CLF18,37.0,C,20170314,0.0,14.08,14.08,14.08,14.08,0,17
CLF18,40.0,C,20170314,0.0,11.69,11.69,11.69,11.69,0,0
CLF18,40.0,P,20170314,0.0,1.71,1.6,1.71,1.71,1,135
CLF18,42.0,C,20170314,0.0,10.2,10.2,10.2,10.2,0,0
CLF18,42.0,P,20170314,0.0,2.21,2.21,2.21,2.21,0,900
CLF18,45.0,C,20170314,0.0,8.14,8.14,8.14,8.14,0,0
CLF18,45.0,P,20170314,0.0,3.13,3.13,3.13,3.13,0,217
CLF18,48.0,C,20170314,0.0,6.32,6.32,6.32,6.32,0,4
CLF18,48.0,P,20170314,0.0,4.29,4.29,4.29,4.29,0,7
CLF18,50.0,C,20170314,0.0,5.24,5.24,5.24,5.24,0,103
CLF18,50.0,P,20170314,5.3,5.3,5.2,5.2,5.2,0,1504
CLF18,51.0,P,20170314,0.0,5.7,5.7,5.7,5.7,0,1
CLF18,54.5,C,20170314,0.0,3.23,3.23,3.23,3.23,0,500
CLF18,55.0,C,20170314,0.0,3.05,3.05,3.05,3.05,0,104
CLF18,55.0,P,20170314,0.0,7.98,7.98,7.98,7.98,0,684
CLF18,55.5,C,20170314,0.0,2.88,2.88,2.88,2.88,0,400
CLF18,55.5,P,20170314,0.0,8.3,8.3,8.3,8.3,0,400
CLF18,56.0,C,20170314,0.0,2.71,2.71,2.71,2.71,0,150
CLF18,56.0,P,20170314,0.0,8.63,8.63,8.63,8.63,0,50
CLF18,60.0,C,20170314,0.0,1.6,1.6,1.6,1.6,0,1766
CLF18,60.0,P,20170314,0.0,11.5,11.5,11.5,11.5,0,193
CLF18,61.0,C,20170314,0.0,1.39,1.39,1.39,1.39,0,1
CLF18,65.0,C,20170314,0.0,0.8,0.8,0.8,0.8,2,630
CLF18,66.0,C,20170314,0.0,0.7,0.7,0.7,0.7,0,1
CLF18,69.0,C,20170314,0.0,0.48,0.48,0.48,0.48,0,2
CLF18,70.0,C,20170314,0.0,0.42,0.42,0.42,0.42,0,84
CLF18,75.0,C,20170314,0.0,0.24,0.24,0.24,0.24,1,80
CLF18,81.0,C,20170314,0.0,0.13,0.13,0.13,0.13,0,10
CLF19,50.0,C,20170314,0.0,7.13,7.11,7.11,7.11,0,90
CLF19,50.0,P,20170314,0.0,7.09,7.06,7.06,7.06,0,90
CLF19,86.0,C,20170314,0.0,0.42,0.4,0.4,0.4,0,0
CLF19,90.0,C,20170314,0.0,0.33,0.32,0.32,0.32,0,1
CLF20,68.0,C,20170314,0.0,2.45,2.31,2.31,2.31,0,160
CLF20,83.0,C,20170314,0.0,1.01,0.94,0.94,0.94,0,160
CLF18,100.0,C,20170315,0.0,0.03,0.03,0.03,0.03,0,101
CLF18,28.0,P,20170315,0.0,0.16,0.16,0.16,0.16,0,1
CLF18,29.0,P,20170315,0.0,0.2,0.2,0.2,0.2,0,25
CLF18,29.5,P,20170315,0.0,0.23,0.23,0.23,0.23,0,1
CLF18,30.0,P,20170315,0.0,0.26,0.26,0.26,0.26,0,1
CLF18,35.0,P,20170315,0.0,0.69,0.69,0.69,0.69,0,7
CLF18,37.0,C,20170315,0.0,14.59,14.59,14.59,14.59,0,17
CLF18,40.0,C,20170315,0.0,12.16,12.16,12.16,12.16,0,0
CLF18,40.0,P,20170315,0.0,1.6,1.52,1.52,1.52,0,135
CLF18,42.0,C,20170315,0.0,10.64,10.64,10.64,10.64,0,0
CLF18,42.0,P,20170315,0.0,1.99,1.99,1.99,1.99,0,900
CLF18,45.0,C,20170315,0.0,8.53,8.53,8.53,8.53,0,0
CLF18,45.0,P,20170315,0.0,2.87,2.87,2.87,2.87,0,217
CLF18,48.0,C,20170315,0.0,6.66,6.66,6.66,6.66,0,4
CLF18,48.0,P,20170315,0.0,3.97,3.97,3.97,3.97,0,7
CLF18,50.0,C,20170315,0.0,5.53,5.53,5.53,5.53,0,103
CLF18,50.0,P,20170315,0.0,5.3,4.84,4.84,4.84,3,1505
CLF18,51.0,P,20170315,0.0,5.31,5.31,5.31,5.31,0,1
CLF18,54.5,C,20170315,0.0,3.44,3.44,3.44,3.44,0,500
CLF18,55.0,C,20170315,0.0,3.25,3.25,3.25,3.25,0,104
CLF18,55.0,P,20170315,0.0,7.52,7.52,7.52,7.52,0,684
CLF18,55.5,C,20170315,0.0,3.07,3.07,3.07,3.07,0,400
CLF18,55.5,P,20170315,0.0,7.84,7.84,7.84,7.84,0,400
CLF18,56.0,C,20170315,0.0,2.89,2.89,2.89,2.89,0,150
CLF18,56.0,P,20170315,0.0,8.16,8.16,8.16,8.16,0,50
CLF18,60.0,C,20170315,0.0,1.73,1.73,1.73,1.73,0,1766
CLF18,60.0,P,20170315,0.0,10.97,10.97,10.97,10.97,0,193
CLF18,61.0,C,20170315,0.0,1.5,1.5,1.5,1.5,0,1
CLF18,65.0,C,20170315,0.0,0.87,0.87,0.87,0.87,0,630
CLF18,66.0,C,20170315,0.0,0.77,0.77,0.77,0.77,0,1
CLF18,69.0,C,20170315,0.0,0.53,0.53,0.53,0.53,0,2
CLF18,70.0,C,20170315,0.0,0.47,0.47,0.47,0.47,0,84
CLF18,75.0,C,20170315,0.0,0.27,0.24,0.27,0.27,0,80
CLF18,81.0,C,20170315,0.0,0.15,0.15,0.15,0.15,0,10
CLF19,50.0,C,20170315,0.0,7.32,7.32,7.32,7.32,0,90
CLF19,50.0,P,20170315,0.0,6.92,6.92,6.92,6.92,0,90
CLF19,86.0,C,20170315,0.0,0.45,0.45,0.45,0.45,0,0
CLF19,90.0,C,20170315,0.0,0.35,0.35,0.35,0.35,0,1
CLF20,68.0,C,20170315,0.0,2.43,2.43,2.43,2.43,0,160
CLF20,83.0,C,20170315,0.0,0.98,0.98,0.98,0.98,0,160
CLF18,100.0,C,20170316,0.0,0.03,0.03,0.03,0.03,0,101
CLF18,28.0,P,20170316,0.0,0.14,0.14,0.14,0.14,0,1
CLF18,29.0,P,20170316,0.0,0.18,0.18,0.18,0.18,0,25
CLF18,29.5,P,20170316,0.0,0.2,0.2,0.2,0.2,0,1
CLF18,30.0,P,20170316,0.0,0.22,0.22,0.22,0.22,0,1
CLF18,35.0,P,20170316,0.0,0.65,0.65,0.65,0.65,0,7
CLF18,37.0,C,20170316,0.0,14.29,14.29,14.29,14.29,0,17
CLF18,40.0,C,20170316,0.0,11.85,11.85,11.85,11.85,0,0
CLF18,40.0,P,20170316,1.52,1.52,1.47,1.47,1.47,0,135
CLF18,42.0,C,20170316,0.0,10.33,10.33,10.33,10.33,0,0
CLF18,42.0,P,20170316,0.0,1.94,1.94,1.94,1.94,0,900
CLF18,45.0,C,20170316,0.0,8.22,8.22,8.22,8.22,0,0
CLF18,45.0,P,20170316,0.0,2.82,2.82,2.82,2.82,0,217
CLF18,48.0,C,20170316,0.0,6.33,6.33,6.33,6.33,0,4
CLF18,48.0,P,20170316,0.0,3.91,3.91,3.91,3.91,0,7
CLF18,50.0,C,20170316,0.0,5.21,5.21,5.21,5.21,0,103
CLF18,50.0,P,20170316,4.84,4.84,4.77,4.77,4.77,0,1505
CLF18,51.0,P,20170316,0.0,5.25,5.25,5.25,5.25,0,1
CLF18,54.5,C,20170316,0.0,3.14,3.14,3.14,3.14,0,500
CLF18,55.0,C,20170316,0.0,2.95,2.95,2.95,2.95,0,104
CLF18,55.0,P,20170316,0.0,7.48,7.48,7.48,7.48,0,684
CLF18,55.5,C,20170316,0.0,2.77,2.77,2.77,2.77,0,400
CLF18,55.5,P,20170316,0.0,7.8,7.8,7.8,7.8,0,400
CLF18,56.0,C,20170316,0.0,2.6,2.6,2.6,2.6,0,150
CLF18,56.0,P,20170316,0.0,8.13,8.13,8.13,8.13,0,50
CLF18,60.0,C,20170316,0.0,1.5,1.5,1.5,1.5,0,1766
CLF18,60.0,P,20170316,0.0,11.01,11.01,11.01,11.01,0,193
CLF18,61.0,C,20170316,0.0,1.31,1.31,1.31,1.31,0,1
CLF18,65.0,C,20170316,0.0,0.75,0.75,0.75,0.75,0,630
CLF18,66.0,C,20170316,0.0,0.65,0.65,0.65,0.65,0,1
CLF18,69.0,C,20170316,0.0,0.44,0.44,0.44,0.44,0,2
CLF18,70.0,C,20170316,0.0,0.39,0.39,0.39,0.39,0,84
CLF18,75.0,C,20170316,0.0,0.24,0.22,0.22,0.22,0,80
CLF18,81.0,C,20170316,0.0,0.13,0.13,0.13,0.13,0,10
CLF19,50.0,C,20170316,0.0,6.98,6.98,6.98,6.98,0,90
CLF19,50.0,P,20170316,0.0,6.9,6.9,6.9,6.9,0,90
CLF19,86.0,C,20170316,0.0,0.39,0.39,0.39,0.39,0,0
CLF19,90.0,C,20170316,0.0,0.31,0.31,0.31,0.31,0,1
CLF20,68.0,C,20170316,0.0,2.37,2.37,2.37,2.37,0,160
CLF20,83.0,C,20170316,0.0,1.0,1.0,1.0,1.0,0,160
CLF18,100.0,C,20170317,0.0,0.03,0.03,0.03,0.03,0,101
CLF18,28.0,P,20170317,0.0,0.12,0.12,0.12,0.12,0,1
CLF18,29.0,P,20170317,0.0,0.16,0.16,0.16,0.16,0,25
CLF18,29.5,P,20170317,0.0,0.18,0.18,0.18,0.18,0,1
CLF18,30.0,P,20170317,0.0,0.21,0.21,0.21,0.21,0,1
CLF18,35.0,P,20170317,0.0,0.61,0.61,0.61,0.61,0,7
CLF18,37.0,C,20170317,0.0,14.32,14.32,14.32,14.32,0,17
CLF18,40.0,C,20170317,0.0,11.87,11.87,11.87,11.87,0,0
CLF18,40.0,P,20170317,0.0,1.52,1.41,1.41,1.41,1,136
CLF18,42.0,C,20170317,0.0,10.35,10.35,10.35,10.35,0,0
CLF18,42.0,P,20170317,0.0,1.88,1.88,1.88,1.88,0,900
CLF18,45.0,C,20170317,0.0,8.24,8.24,8.24,8.24,0,0
CLF18,45.0,P,20170317,0.0,2.75,2.75,2.75,2.75,0,217
CLF18,48.0,C,20170317,0.0,6.34,6.34,6.34,6.34,0,4
CLF18,48.0,P,20170317,0.0,3.83,3.83,3.83,3.83,0,7
CLF18,50.0,C,20170317,0.0,5.2,5.2,5.2,5.2,0,103
CLF18,50.0,P,20170317,4.72,4.72,4.66,4.69,4.69,1,1504
CLF18,51.0,P,20170317,0.0,5.16,5.16,5.16,5.16,0,1
CLF18,54.5,C,20170317,0.0,3.11,3.11,3.11,3.11,0,500
CLF18,55.0,C,20170317,0.0,2.92,2.92,2.92,2.92,0,104
CLF18,55.0,P,20170317,0.0,7.37,7.37,7.37,7.37,0,684
CLF18,55.5,C,20170317,0.0,2.74,2.74,2.74,2.74,0,400
CLF18,55.5,P,20170317,0.0,7.69,7.69,7.69,7.69,0,400
CLF18,56.0,C,20170317,0.0,2.57,2.57,2.57,2.57,0,150
CLF18,56.0,P,20170317,0.0,8.01,8.01,8.01,8.01,0,50
CLF18,60.0,C,20170317,0.0,1.48,1.48,1.48,1.48,0,1766
CLF18,60.0,P,20170317,0.0,10.91,10.91,10.91,10.91,0,193
CLF18,61.0,C,20170317,0.0,1.29,1.29,1.29,1.29,0,1
CLF18,65.0,C,20170317,0.0,0.72,0.72,0.72,0.72,0,630
CLF18,66.0,C,20170317,0.0,0.63,0.63,0.63,0.63,0,1
CLF18,69.0,C,20170317,0.0,0.43,0.43,0.43,0.43,0,2
CLF18,70.0,C,20170317,0.0,0.37,0.37,0.37,0.37,0,84
CLF18,75.0,C,20170317,0.0,0.24,0.22,0.22,0.22,0,80
CLF18,81.0,C,20170317,0.0,0.13,0.13,0.13,0.13,0,10
CLF19,50.0,C,20170317,0.0,6.9,6.9,6.9,6.9,0,90
CLF19,50.0,P,20170317,0.0,6.85,6.85,6.85,6.85,0,90
CLF19,86.0,C,20170317,0.0,0.37,0.37,0.37,0.37,0,0
CLF19,90.0,C,20170317,0.0,0.29,0.29,0.29,0.29,0,1
CLF20,68.0,C,20170317,0.0,2.28,2.28,2.28,2.28,0,160
CLF20,83.0,C,20170317,0.0,0.89,0.89,0.89,0.89,0,160
CLF18,100.0,C,20170320,0.0,0.03,0.03,0.03,0.03,0,101
CLF18,28.0,P,20170320,0.0,0.14,0.14,0.14,0.14,0,1
CLF18,29.0,P,20170320,0.0,0.18,0.18,0.18,0.18,0,25
CLF18,29.5,P,20170320,0.0,0.2,0.2,0.2,0.2,0,1
CLF18,30.0,P,20170320,0.0,0.22,0.22,0.22,0.22,0,1
CLF18,35.0,P,20170320,0.0,0.64,0.64,0.64,0.64,0,7
CLF18,37.0,C,20170320,0.0,14.22,14.22,14.22,14.22,0,17
CLF18,40.0,C,20170320,0.0,11.78,11.78,11.78,11.78,0,0
CLF18,40.0,P,20170320,1.49,1.49,1.45,1.45,1.45,0,136
CLF18,42.0,C,20170320,0.0,10.25,10.25,10.25,10.25,0,0
CLF18,42.0,P,20170320,0.0,1.91,1.91,1.91,1.91,0,900
CLF18,45.0,C,20170320,0.0,8.14,8.14,8.14,8.14,0,0
CLF18,45.0,P,20170320,0.0,2.79,2.79,2.79,2.79,0,217
CLF18,48.0,C,20170320,0.0,6.26,6.26,6.26,6.26,0,4
CLF18,48.0,P,20170320,0.0,3.89,3.89,3.89,3.89,0,7
CLF18,50.0,C,20170320,0.0,5.15,5.15,5.15,5.15,0,103
CLF18,50.0,P,20170320,0.0,4.76,4.76,4.76,4.76,50,1454
CLF18,51.0,P,20170320,0.0,5.24,5.24,5.24,5.24,0,1
CLF18,54.5,C,20170320,0.0,3.09,3.09,3.09,3.09,0,500
CLF18,55.0,C,20170320,0.0,2.91,2.91,2.91,2.91,0,104
CLF18,55.0,P,20170320,0.0,7.49,7.49,7.49,7.49,0,684
CLF18,55.5,C,20170320,0.0,2.73,2.73,2.73,2.73,0,400
CLF18,55.5,P,20170320,0.0,7.81,7.81,7.81,7.81,0,400
CLF18,56.0,C,20170320,0.0,2.56,2.56,2.56,2.56,0,150
CLF18,56.0,P,20170320,0.0,8.13,8.13,8.13,8.13,0,50
CLF18,60.0,C,20170320,1.4,1.47,1.4,1.47,1.47,0,1766
CLF18,60.0,P,20170320,0.0,11.02,11.02,11.02,11.02,0,193
CLF18,61.0,C,20170320,0.0,1.27,1.27,1.27,1.27,0,1
CLF18,65.0,C,20170320,0.0,0.71,0.71,0.71,0.71,0,630
CLF18,66.0,C,20170320,0.0,0.62,0.62,0.62,0.62,0,1
CLF18,69.0,C,20170320,0.0,0.42,0.42,0.42,0.42,0,2
CLF18,70.0,C,20170320,0.0,0.37,0.37,0.37,0.37,0,84
CLF18,75.0,C,20170320,0.0,0.21,0.21,0.21,0.21,0,80
CLF18,81.0,C,20170320,0.0,0.12,0.12,0.12,0.12,0,10
CLF19,50.0,C,20170320,0.0,6.85,6.85,6.85,6.85,0,90
CLF19,50.0,P,20170320,0.0,6.87,6.87,6.87,6.87,0,90
CLF19,86.0,C,20170320,0.0,0.36,0.36,0.36,0.36,0,0
CLF19,90.0,C,20170320,0.0,0.28,0.28,0.28,0.28,0,1
CLF20,68.0,C,20170320,0.0,2.23,2.23,2.23,2.23,0,160
CLF20,83.0,C,20170320,0.0,0.88,0.88,0.88,0.88,0,160
CLF18,100.0,C,20170321,0.0,0.03,0.03,0.03,0.03,0,101
CLF18,28.0,P,20170321,0.0,0.15,0.15,0.15,0.15,0,1
CLF18,29.0,P,20170321,0.0,0.2,0.2,0.2,0.2,0,25
CLF18,29.5,P,20170321,0.0,0.23,0.23,0.23,0.23,0,1
CLF18,30.0,P,20170321,0.0,0.25,0.25,0.25,0.25,0,1
CLF18,35.0,P,20170321,0.63,0.71,0.63,0.71,0.71,0,7
CLF18,37.0,C,20170321,0.0,13.94,13.94,13.94,13.94,0,17
CLF18,40.0,C,20170321,0.0,11.53,11.53,11.53,11.53,0,0
CLF18,40.0,P,20170321,0.0,1.58,1.49,1.58,1.58,1,137
CLF18,42.0,C,20170321,0.0,10.03,10.03,10.03,10.03,0,0
CLF18,42.0,P,20170321,0.0,2.07,2.07,2.07,2.07,0,900
CLF18,45.0,C,20170321,0.0,7.96,7.96,7.96,7.96,0,0
CLF18,45.0,P,20170321,0.0,2.99,2.99,2.99,2.99,0,217
CLF18,48.0,C,20170321,0.0,6.13,6.13,6.13,6.13,0,4
CLF18,48.0,P,20170321,0.0,4.14,4.14,4.14,4.14,0,7
CLF18,50.0,C,20170321,5.0,5.05,5.0,5.05,5.05,0,103
CLF18,50.0,P,20170321,0.0,5.04,5.04,5.04,5.04,0,1454
CLF18,51.0,P,20170321,0.0,5.53,5.53,5.53,5.53,0,1
CLF18,54.5,C,20170321,0.0,3.05,3.05,3.05,3.05,0,500
CLF18,55.0,C,20170321,0.0,2.86,2.86,2.86,2.86,0,104
CLF18,55.0,P,20170321,0.0,7.82,7.82,7.82,7.82,0,684
CLF18,55.5,C,20170321,0.0,2.69,2.69,2.69,2.69,0,400
CLF18,55.5,P,20170321,0.0,8.15,8.15,8.15,8.15,0,400
CLF18,56.0,C,20170321,0.0,2.52,2.52,2.52,2.52,0,150
CLF18,56.0,P,20170321,0.0,8.47,8.47,8.47,8.47,0,50
CLF18,60.0,C,20170321,0.0,1.45,1.4,1.45,1.45,1,1767
CLF18,60.0,P,20170321,0.0,11.38,11.38,11.38,11.38,0,193
CLF18,61.0,C,20170321,0.0,1.26,1.26,1.26,1.26,0,1
CLF18,65.0,C,20170321,0.0,0.7,0.7,0.7,0.7,0,630
CLF18,66.0,C,20170321,0.0,0.61,0.61,0.61,0.61,0,1
CLF18,67.0,C,20170321,0.54,0.54,0.53,0.53,0.53,0,0
CLF18,69.0,C,20170321,0.0,0.41,0.41,0.41,0.41,0,2
CLF18,70.0,C,20170321,0.0,0.36,0.36,0.36,0.36,0,84
CLF18,75.0,C,20170321,0.0,0.21,0.21,0.21,0.21,0,80
CLF18,81.0,C,20170321,0.0,0.11,0.11,0.11,0.11,0,10
CLF19,50.0,C,20170321,0.0,6.81,6.81,6.81,6.81,0,90
CLF19,50.0,P,20170321,0.0,7.0,7.0,7.0,7.0,0,90
CLF19,86.0,C,20170321,0.0,0.37,0.37,0.37,0.37,0,0
CLF19,90.0,C,20170321,0.0,0.29,0.29,0.29,0.29,0,1
CLF20,68.0,C,20170321,0.0,2.25,2.25,2.25,2.25,0,160
